regime,split_id,model,r2,rmse,mae,n_train,n_test
leave_one_study_out,leave_one_study_out_18,elastic_net,-1.2841973814050829,8.409749590497544,6.313854399933522,964,45
leave_one_study_out,leave_one_study_out_18,lightgbm,-1.317930199641887,8.471619213224416,6.4266677290368595,964,45
leave_one_study_out,leave_one_study_out_18,mlp_regressor,-1.3317216120992734,8.49678440593638,6.464152076562485,964,45
leave_one_study_out,leave_one_study_out_19,elastic_net,-0.4073491933669249,0.2826532118569069,0.25272983686986256,969,40
leave_one_study_out,leave_one_study_out_19,lightgbm,-0.8602611932277004,0.32496751824224324,0.2661888418527279,969,40
leave_one_study_out,leave_one_study_out_19,mlp_regressor,0.6272987957834952,0.14545658549047227,0.11070756322231286,969,40
leave_one_study_out,leave_one_study_out_20,elastic_net,-3.838167034020344,5.043042438394052,4.496586023380641,985,24
leave_one_study_out,leave_one_study_out_20,lightgbm,-4.073109782739976,5.164036748935892,4.658018279967817,985,24
leave_one_study_out,leave_one_study_out_20,mlp_regressor,-3.7134037343836965,4.9775945088462175,4.443140623887492,985,24
leave_one_study_out,leave_one_study_out_21,elastic_net,-4184.991125270768,0.3844033685400245,0.38435784615527496,967,42
leave_one_study_out,leave_one_study_out_21,lightgbm,-495.50049483232124,0.1323877727991978,0.09376812476203826,967,42
leave_one_study_out,leave_one_study_out_21,mlp_regressor,-7305.263484502368,0.5078502822356776,0.32381176220302516,967,42
leave_one_study_out,leave_one_study_out_22,elastic_net,-0.5604146493560462,0.8603347566565555,0.6568024420411382,985,24
leave_one_study_out,leave_one_study_out_22,lightgbm,-0.9094547861729774,0.951704556248545,0.6469848435407378,985,24
leave_one_study_out,leave_one_study_out_22,mlp_regressor,-0.9273487033711405,0.9561534730791996,0.7333245905116851,985,24
leave_one_study_out,leave_one_study_out_23,elastic_net,-0.48520684648662216,0.48594811443141617,0.3967607979780336,997,12
leave_one_study_out,leave_one_study_out_23,lightgbm,-10.460562512381651,1.3498931615106313,1.2741828535436548,997,12
leave_one_study_out,leave_one_study_out_23,mlp_regressor,-0.7817659130765657,0.5322574551153091,0.5055794963022697,997,12
