feature,importance,importance_share,mechanism_group,feature_type,null_type,regime,split_id,model,method
num__ph,0.0015506850728393,0.0555739671955134,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__temp,0.0030404099816048,0.1089632237635667,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ce,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__rpm,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__sa,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__fg_complexing,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__fg_polar,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__fg_any,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ags_aged,0.0,0.0,aging_state,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ags_virgin,0.0,0.0,aging_state,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ph_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__temp_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__rpm_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__sa_missing,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__metal_cd,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__metal_cr,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_other,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pa,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pe,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pet,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pla,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pp,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_ps,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pvc,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ce_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__rpm_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__sa_log1p,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__temp_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ph_x_temp,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ph_x_ce_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__temp_x_ce_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ce_log_x_rpm_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ce_over_rpm,0.0233119889090226,0.8354628090409199,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ce_over_sa,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cd_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cd_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cd_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cr_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__cr_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__hg_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__hg_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__aged_x_fg_any,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__aged_x_fg_complexing,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pe_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__ret_pa_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_random_normal,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_random_uniform,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_random_binary,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_perm_ph,0.0,0.0,null_feature,real,permuted_real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_perm_ce,0.0,0.0,null_feature,real,permuted_real,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_study_random_effect,0.0,0.0,null_feature,real,group_aware_random,random_cv,random_cv_01,elastic_net,elastic_net_coef
num__null_exp_random_effect,0.0,0.0,null_feature,real,group_aware_random,random_cv,random_cv_01,elastic_net,elastic_net_coef
ph,0.0008365719121962,0.0370837235992493,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
temp,0.0022139787638387,0.0981416843380052,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ce,2.175114007174628e-06,9.641887979140936e-05,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
rpm,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
sa,5.296889186984233e-05,0.0023480154148409,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
fg_complexing,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
fg_polar,1.3738369395444038e-07,6.08997129759621e-06,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
fg_any,9.646274489183427e-08,4.276019451576472e-06,surface_functionality,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ags_aged,0.0,0.0,aging_state,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ags_virgin,0.0,0.0,aging_state,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ph_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
temp_missing,6.524350180525662e-06,0.0002892126728521,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
rpm_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
sa_missing,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
metal_cd,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
metal_cr,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_other,2.6880275438845303e-08,1.1915541152091528e-06,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pa,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pe,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pet,6.546281241082141e-06,0.0002901848372005,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pla,1.875731576161943e-06,8.314779674369008e-05,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pp,1.3053999325940423e-09,5.7866023925795e-08,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_ps,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pvc,1.977587327872676e-06,8.766287845796657e-05,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ce_log1p,7.913163512243137e-05,0.0035077626227409,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
rpm_log1p,1.5779352507738763e-06,6.994702289679985e-05,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
sa_log1p,1.8949052087435806e-07,8.39977292846767e-06,surface_area_porosity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
temp_log1p,2.8250934193119197e-06,0.0001252312944965,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ph_x_temp,0.0004497482101701,0.0199365267612448,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ph_x_ce_log,1.3133452242430898e-05,0.0005821822437041,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
temp_x_ce_log,0.000501036254252,0.0222100332260823,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ce_log_x_rpm_log,0.0002679539706306,0.0118779160994081,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ce_over_rpm,0.0177288877203049,0.7858896077635503,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ce_over_sa,9.984539737090126e-05,0.0044259663332936,solution_chemistry,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cd_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cd_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cd_x_sa_log,2.973047100152115e-06,0.0001317898142434,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cr_x_ph,1.7640240312921663e-08,7.819600281239949e-07,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cr_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
cr_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
hg_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
hg_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
aged_x_fg_any,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
aged_x_fg_complexing,0.0,0.0,other,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pe_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ret_pa_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_random_normal,4.852044306599135e-05,0.0021508237048607,null_feature,,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_random_uniform,5.5638432149640594e-05,0.0024663513192979,null_feature,,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_random_binary,1.2416668299219949e-05,0.0005504085046592,null_feature,,random_noise,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_perm_ph,0.0,0.0,null_feature,,permuted_real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_perm_ce,0.0001446819358139,0.0064134891923904,null_feature,,permuted_real,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_study_random_effect,0.0,0.0,null_feature,,group_aware_random,random_cv,random_cv_01,elastic_net,elastic_net_permutation
null_exp_random_effect,2.754717424540143e-05,0.0012211165361444,null_feature,,group_aware_random,random_cv,random_cv_01,elastic_net,elastic_net_permutation
ph,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
temp,0.0096046141541579,0.002334915206158,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ce,0.1021668373419704,0.0248371145624391,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
rpm,0.2596222698360152,0.0631150794782273,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
sa,0.1786229543818249,0.0434238633286948,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
fg_complexing,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
fg_polar,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
fg_any,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ags_aged,0.2079218054970225,0.0505465162425779,aging_state,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ags_virgin,0.0519888739161935,0.0126386766099712,aging_state,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ph_missing,0.0022906022271299,0.0005568533920823,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
temp_missing,0.0003883703256095,9.441418096881378e-05,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
rpm_missing,0.4222965935666308,0.1026617750595029,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
sa_missing,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
metal_cd,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
metal_cr,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_other,0.1442280960918724,0.0350623532934275,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pa,0.0110980188746673,0.0026979671033918,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pe,0.0654695090339127,0.015915866033703,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pet,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pla,0.1659032815865069,0.040331666500123,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pp,0.2291532842543767,0.0557079627935888,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_ps,0.0013892251695605,0.0003377254849722,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pvc,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ce_log1p,0.0112472001217975,0.0027342335849815,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
rpm_log1p,0.0044938629691977,0.0010924737644591,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
sa_log1p,0.0171869995471893,0.0041782195460284,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
temp_log1p,0.0072685485243561,0.001767009502289,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ph_x_temp,0.0156329735512394,0.0038004304052603,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ph_x_ce_log,0.084311023557747,0.020496303942258,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
temp_x_ce_log,0.1936311275412388,0.0470724025791131,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ce_log_x_rpm_log,0.0638354777417175,0.0155186273263227,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ce_over_rpm,0.0058106223134328,0.0014125825545008,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ce_over_sa,0.0350771004755302,0.0085273654905537,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cd_x_ph,0.0171109564969726,0.0041597332152478,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cd_x_ce_log,0.0060697726244212,0.0014755828991368,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cd_x_sa_log,0.0834170037052181,0.0202789645973585,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cr_x_ce_log,0.1001088605321543,0.0243368132208094,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
cr_x_sa_log,0.0071586509792706,0.0017402930257059,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
hg_x_ph,0.0011727547965244,0.0002851007821396,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
hg_x_ce_log,0.7942177488018508,0.1930771053280957,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
aged_x_fg_any,0.0015060247672056,0.0003661198746101,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
aged_x_fg_complexing,0.4359438332102933,0.1059794666246842,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pe_x_fg_any,0.0103583717083053,0.002518156297022,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
ret_pa_x_fg_any,0.0001816384741405,4.415694670155416e-05,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_random_normal,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_random_uniform,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_random_binary,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_perm_ph,0.0,0.0,null_feature,,permuted_real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_perm_ce,0.0260726216898382,0.006338345286016,null_feature,,permuted_real,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_study_random_effect,0.2609298020830064,0.0634329451287407,null_feature,,group_aware_random,random_cv,random_cv_01,lightgbm,lightgbm_permutation
null_exp_random_effect,0.0785871849449981,0.0191048188081346,null_feature,,group_aware_random,random_cv,random_cv_01,lightgbm,lightgbm_permutation
num__ph,107.0,0.0071725432363587,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__temp,132.0,0.008848371095321,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ce,566.0,0.037940742726907,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__rpm,345.0,0.0231264244536801,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__sa,720.0,0.048263842338115,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__fg_complexing,7.0,0.0004692318005094,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__fg_polar,24.0,0.0016087947446038,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__fg_any,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ags_aged,78.0,0.0052285829199624,aging_state,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ags_virgin,6.0,0.0004021986861509,aging_state,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ph_missing,61.0,0.004089019975868,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__temp_missing,43.0,0.0028824239174152,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__rpm_missing,135.0,0.0090494704383965,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__sa_missing,56.0,0.0037538544040756,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__metal_cd,16.0,0.0010725298297358,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__metal_cr,15.0,0.0010054967153773,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__metal_hg,6.0,0.0004021986861509,metal_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_other,104.0,0.0069714438932832,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pa,85.0,0.0056978147204719,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pe,46.0,0.0030835232604906,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pet,2.0,0.0001340662287169,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pla,100.0,0.0067033114358493,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pp,109.0,0.0073066094650757,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_ps,115.0,0.0077088081512267,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pvc,10.0,0.0006703311435849,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ce_log1p,40.0,0.0026813245743397,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__rpm_log1p,62.0,0.0041560530902265,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__sa_log1p,315.0,0.0211154310229253,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__temp_log1p,66.0,0.0044241855476605,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ph_x_temp,75.0,0.0050274835768869,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ph_x_ce_log,895.0,0.0599946373508513,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__temp_x_ce_log,750.0,0.0502748357688698,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ce_log_x_rpm_log,530.0,0.0355275506100013,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ce_over_rpm,512.0,0.0343209545515484,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ce_over_sa,688.0,0.0461187826786432,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cd_x_ph,215.0,0.014412119587076,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cd_x_ce_log,306.0,0.0205121329936988,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cd_x_sa_log,448.0,0.0300308352326049,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cr_x_ce_log,324.0,0.0217187290521517,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__cr_x_sa_log,375.0,0.0251374178844349,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__hg_x_ph,143.0,0.0095857353532645,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__hg_x_ce_log,727.0,0.0487330741386244,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__hg_x_sa_log,13.0,0.0008714304866604,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_any,0.0,0.0,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_complexing,118.0,0.0079099074943021,other,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_ps_x_fg_any,45.0,0.0030164901461321,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pe_x_fg_any,26.0,0.0017428609733208,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__ret_pa_x_fg_any,4.0,0.0002681324574339,polymer_identity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_random_normal,874.0,0.0585869419493229,null_feature,real,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_random_uniform,935.0,0.062675961925191,null_feature,real,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_random_binary,103.0,0.0069044107789247,null_feature,real,random_noise,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_perm_ph,622.0,0.0416945971309827,null_feature,real,permuted_real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_perm_ce,865.0,0.0579836439200965,null_feature,real,permuted_real,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_study_random_effect,606.0,0.0406220673012468,null_feature,real,group_aware_random,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
num__null_exp_random_effect,1348.0,0.0903606381552487,null_feature,real,group_aware_random,random_cv,random_cv_01,lightgbm,lightgbm_builtin_gain
ph,0.0010407437221139,0.0013734177663204,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
temp,0.0029569545530942,0.0039021459665139,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
ce,0.0095040123290208,0.012541972732242,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
rpm,0.0217527979056641,0.028706086307331,solution_chemistry,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
sa,0.0471749631293252,0.0622544543009315,surface_area_porosity,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
fg_complexing,0.000259693868187,0.000342705091363,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
fg_polar,0.0053000338655596,0.0069941912868558,surface_functionality,real,real,random_cv,random_cv_01,lightgbm,lightgbm_shap
