feature,importance,importance_share,mechanism_group,feature_type,null_type,regime,split_id,model,method
temp_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
rpm_missing,0.5747309846785953,0.1241473685891036,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
sa_missing,0.0340894344177308,0.0073636426301582,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
metal_cd,0.0289591414174359,0.0062554504618972,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
metal_cr,0.0062090895871962,0.0013412225095459,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_other,0.2509844713008414,0.054215037120631,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pa,0.0051174060209466,0.0011054084579376,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pe,0.0110277951159419,0.0023821088152217,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pet,0.00011269133023,2.4342401025564557e-05,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pla,0.065043602754638,0.0140500379147976,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pp,0.2821483422242575,0.0609467301619522,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_ps,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pvc,0.0004280734487037,9.246794350082203e-05,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ce_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
rpm_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
sa_log1p,0.0290997358954942,0.0062858202087082,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
temp_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ph_x_temp,0.0045388638380361,0.0009804378342182,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ph_x_ce_log,0.1336132312040801,0.0288617309747974,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
temp_x_ce_log,0.3280071844260244,0.0708526770095475,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ce_log_x_rpm_log,0.0398605617072078,0.0086102611105973,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ce_over_rpm,0.0293789085439733,0.0063461241606695,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ce_over_sa,0.0632276259968606,0.0136577696329282,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cd_x_ph,0.0181553472747807,0.0039217279911328,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cd_x_ce_log,0.0193735348485871,0.004184868113673,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cd_x_sa_log,0.0250774053826104,0.005416958494128,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cr_x_ce_log,0.1658399305422003,0.0358230050800681,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
cr_x_sa_log,0.0144801052895005,0.003127840705491,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
hg_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
hg_x_ce_log,0.7490575156362955,0.1618035602172063,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
aged_x_fg_any,0.0102549914656734,0.0022151758636765,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
aged_x_fg_complexing,0.5336602043275134,0.1152756887207574,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pe_x_fg_any,0.0167111501151307,0.0036097676446854,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
ret_pa_x_fg_any,0.0011991189036516,0.0002590211081051,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_random_normal,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_random_uniform,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_random_binary,0.0075819457569072,0.0016377725224467,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_perm_ph,0.0,0.0,null_feature,,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_perm_ce,0.0948419488538588,0.0204867645837007,null_feature,,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_study_random_effect,0.2889491720888441,0.0624157742093734,null_feature,,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_permutation
null_exp_random_effect,0.140745362680519,0.0304023393269407,null_feature,,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_permutation
num__ph,73.0,0.0048868657116079,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__temp,80.0,0.005355469272995,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ce,566.0,0.0378899451064399,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__rpm,295.0,0.0197482929441692,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__sa,659.0,0.0441156781362966,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__fg_complexing,24.0,0.0016066407818985,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__fg_polar,10.0,0.0006694336591243,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__fg_any,7.0,0.000468603561387,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ags_aged,96.0,0.006426563127594,aging_state,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ags_virgin,6.0,0.0004016601954746,aging_state,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ph_missing,49.0,0.0032802249297094,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__temp_missing,49.0,0.0032802249297094,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__rpm_missing,187.0,0.0125184094256259,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__sa_missing,72.0,0.0048199223456955,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__metal_cd,26.0,0.0017405275137233,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__metal_cr,21.0,0.0014058106841611,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__metal_hg,14.0,0.0009372071227741,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_other,81.0,0.0054224126389074,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pa,53.0,0.0035479983933592,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pe,24.0,0.0016066407818985,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pet,5.0,0.0003347168295621,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pla,143.0,0.0095729013254786,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pp,139.0,0.0093051278618288,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_ps,95.0,0.0063596197616816,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pvc,7.0,0.000468603561387,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ce_log1p,53.0,0.0035479983933592,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__rpm_log1p,45.0,0.0030124514660597,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__sa_log1p,382.0,0.0255723657785513,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__temp_log1p,35.0,0.0023430178069353,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ph_x_temp,82.0,0.0054893560048199,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ph_x_ce_log,860.0,0.0575712946846967,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__temp_x_ce_log,842.0,0.0563663140982728,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ce_log_x_rpm_log,462.0,0.0309278350515463,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ce_over_rpm,600.0,0.0401660195474628,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ce_over_sa,829.0,0.0554960503414111,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cd_x_ph,241.0,0.0161333511848975,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cd_x_ce_log,354.0,0.023697951533003,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cd_x_sa_log,402.0,0.0269112330968001,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cr_x_ce_log,278.0,0.0186102557236577,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__cr_x_sa_log,334.0,0.0223590842147543,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__hg_x_ph,158.0,0.0105770518141652,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__hg_x_ce_log,667.0,0.0446512250635962,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__hg_x_sa_log,41.0,0.0027446780024099,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_any,1.0,6.694336591243807e-05,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_complexing,124.0,0.0083009773731423,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_ps_x_fg_any,20.0,0.0013388673182487,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pe_x_fg_any,20.0,0.0013388673182487,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__ret_pa_x_fg_any,4.0,0.0002677734636497,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_random_normal,1092.0,0.0731021555763823,null_feature,real,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_random_uniform,938.0,0.0627928772258669,null_feature,real,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_random_binary,132.0,0.0088365243004418,null_feature,real,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_perm_ph,655.0,0.0438479046726469,null_feature,real,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_perm_ce,863.0,0.057772124782434,null_feature,real,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_study_random_effect,518.0,0.0346766635426429,null_feature,real,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
num__null_exp_random_effect,1125.0,0.0753112866514928,null_feature,real,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_builtin_gain
ph,0.0011598245490049,0.0013796212709444,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
temp,0.0029137076824579,0.0034658803346437,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ce,0.0089420812053873,0.0106366824603331,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
rpm,0.0242305223646954,0.0288224146394455,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
sa,0.0489649401793699,0.0582442172481487,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
fg_complexing,0.000519880725686,0.0006184025921211,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
fg_polar,0.0022764651046897,0.002707874810623,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
fg_any,0.0011672687243049,0.0013884761814542,surface_functionality,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ags_aged,0.0197436779655216,0.0234852746575157,aging_state,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ags_virgin,0.0014894044147289,0.0017716593543061,aging_state,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ph_missing,0.0013505148917787,0.0016064490728565,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
temp_missing,0.0028845678875751,0.0034312182981435,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
rpm_missing,0.0807990308262376,0.096111141719847,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
sa_missing,0.0096502657828297,0.0114790741027868,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
metal_cd,0.0036154630357049,0.0043006243596509,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
metal_cr,0.0005802562503418,0.00069021979769,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
metal_hg,0.002402378584281,0.0028576499769547,metal_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_other,0.0558212877208937,0.0663999015862576,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pa,0.0145373457286541,0.0172922977078999,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pe,0.0018477629320003,0.0021979298910661,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pet,9.291417810830652e-05,0.0001105222135542,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pla,0.0126842426491645,0.0150880156654911,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pp,0.0287340528195162,0.0341794028280015,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_ps,0.0052623953673961,0.0062596645253007,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pvc,0.0002872805214156,0.0003417226496999,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ce_log1p,0.0011483028243294,0.0013659160804016,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
rpm_log1p,0.0038444329199284,0.00457298600517,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
sa_log1p,0.0077652630813315,0.0092368471857882,surface_area_porosity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
temp_log1p,0.0031971673997203,0.0038030581049595,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ph_x_temp,0.0070363243672864,0.0083697683194422,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ph_x_ce_log,0.0365738453966329,0.0435049034896851,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
temp_x_ce_log,0.0828105629565572,0.0985038764800811,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ce_log_x_rpm_log,0.0181668318460575,0.0216096026437743,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ce_over_rpm,0.0132057067833607,0.0157083017356463,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ce_over_sa,0.0147003516652545,0.0174861946706923,solution_chemistry,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cd_x_ph,0.0113193740262396,0.0134644927060511,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cd_x_ce_log,0.0074514248800113,0.0088635339475508,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cd_x_sa_log,0.0081492120693376,0.0096935578074639,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cr_x_ce_log,0.0481690074611379,0.057297448437939,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
cr_x_sa_log,0.0058866509393413,0.0070022218942579,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
hg_x_ph,0.0020132643996305,0.0023947953094702,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
hg_x_ce_log,0.0546836210632545,0.065046637317563,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
hg_x_sa_log,0.0010036380234738,0.0011938360562389,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
aged_x_fg_any,0.0002636503685721,0.0003136143797667,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
aged_x_fg_complexing,0.065876791902138,0.0783610102474056,other,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_ps_x_fg_any,0.0005852064843452,0.0006961081435895,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pe_x_fg_any,0.0026342964611862,0.0031335182851098,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
ret_pa_x_fg_any,0.0009735091252662,0.0011579974728315,polymer_identity,real,real,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_random_normal,0.0094102559790993,0.0111935803781146,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_random_uniform,0.0082054428709756,0.0097604448293747,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_random_binary,0.00214130878964,0.0025471052120617,null_feature,,random_noise,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_perm_ph,0.0044794497277536,0.0053283439567106,null_feature,,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_perm_ce,0.0164478905162962,0.0195649071559276,null_feature,,permuted_real,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_study_random_effect,0.0493394441162295,0.0586896929002957,null_feature,,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_shap
null_exp_random_effect,0.0212435294590843,0.0252693609018981,null_feature,,group_aware_random,random_cv,random_cv_04,lightgbm,lightgbm_shap
num__ph,0.0006905486607419,0.0329169047855163,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__temp,0.0018938704215315,0.0902765523789117,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ce,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__rpm,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__sa,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__fg_complexing,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__fg_polar,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__fg_any,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ags_aged,0.0,0.0,aging_state,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ags_virgin,0.0,0.0,aging_state,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ph_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__temp_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__rpm_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__sa_missing,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__metal_cd,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__metal_cr,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_other,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pa,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pe,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pet,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pla,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pp,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_ps,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pvc,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ce_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__rpm_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__sa_log1p,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__temp_log1p,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ph_x_temp,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ph_x_ce_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__temp_x_ce_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ce_log_x_rpm_log,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ce_over_rpm,0.0183941226500533,0.876806542835572,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ce_over_sa,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cd_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cd_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cd_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cr_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__cr_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__hg_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__hg_x_ce_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__aged_x_fg_any,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__aged_x_fg_complexing,0.0,0.0,other,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pe_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__ret_pa_x_fg_any,0.0,0.0,polymer_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_random_normal,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_random_uniform,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_random_binary,0.0,0.0,null_feature,real,random_noise,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_perm_ph,0.0,0.0,null_feature,real,permuted_real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_perm_ce,0.0,0.0,null_feature,real,permuted_real,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_study_random_effect,0.0,0.0,null_feature,real,group_aware_random,random_cv,random_cv_05,elastic_net,elastic_net_coef
num__null_exp_random_effect,0.0,0.0,null_feature,real,group_aware_random,random_cv,random_cv_05,elastic_net,elastic_net_coef
ph,0.0003704823033622,0.004192654407904,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
temp,0.0027456503038101,0.0310718291922793,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
ce,0.0007010643386163,0.0079337675857907,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
rpm,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
sa,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
fg_complexing,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
fg_polar,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
fg_any,0.0,0.0,surface_functionality,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
ags_aged,0.0,0.0,aging_state,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
ags_virgin,0.0,0.0,aging_state,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
ph_missing,0.0,0.0,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
temp_missing,6.3815012877999065e-06,7.221783405179824e-05,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
rpm_missing,1.177367306226529e-06,1.3323967653447604e-05,solution_chemistry,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
sa_missing,0.0,0.0,surface_area_porosity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
metal_cd,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
metal_cr,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
metal_hg,0.0,0.0,metal_identity,real,real,random_cv,random_cv_05,elastic_net,elastic_net_permutation
