method,regime,feature,feature_type,null_type,mechanism_group,mean_importance,mean_importance_share
lightgbm_shap,group_aut,ags_virgin,real,real,aging_state,0.0015745713264293572,0.0020835513079122516
lightgbm_shap,group_aut,temp_log1p,real,real,solution_chemistry,0.0015606883679949613,0.0017282194796332119
lightgbm_shap,group_aut,ce_log1p,real,real,solution_chemistry,0.00143278140823986,0.0016540248528846997
lightgbm_shap,group_aut,ret_pe,real,real,polymer_identity,0.0014361232889671398,0.00156183374662868
lightgbm_shap,group_aut,metal_hg,real,real,metal_identity,0.001053029090081705,0.0012299206775211278
lightgbm_shap,group_aut,ret_ps_x_fg_any,real,real,polymer_identity,0.0008382971663729401,0.00087905933932642
lightgbm_shap,group_aut,ret_pa_x_fg_any,real,real,polymer_identity,0.00080490372369332,0.0008781147626820199
lightgbm_shap,group_aut,aged_x_fg_any,real,real,other,0.0006190981573212785,0.0005835254227164609
lightgbm_shap,group_aut,ret_pvc,real,real,polymer_identity,0.0003062833321784047,0.0004364359142043941
lightgbm_shap,group_aut,fg_complexing,real,real,surface_functionality,0.00023067776211731775,0.0003262738083365258
lightgbm_shap,group_aut,hg_x_sa_log,real,real,other,0.0001655459122165142,0.00022325167299526747
lightgbm_shap,group_aut,ret_pet,real,real,polymer_identity,8.865722999734096e-05,0.00012691934648288256
lightgbm_shap,group_aut,cr_x_ph,real,real,other,0.0,0.0
lightgbm_shap,group_exp,ret_other,real,real,polymer_identity,0.06306093983339989,0.07723322628928533
lightgbm_shap,group_exp,hg_x_ce_log,real,real,other,0.05742265457594296,0.07275226122211301
lightgbm_shap,group_exp,aged_x_fg_complexing,real,real,other,0.05580770565434878,0.07125087602282448
lightgbm_shap,group_exp,rpm_missing,real,real,solution_chemistry,0.055549329681776394,0.07116553758695372
lightgbm_shap,group_exp,cr_x_ce_log,real,real,other,0.05586391954351588,0.07070859522240174
lightgbm_shap,group_exp,temp_x_ce_log,real,real,solution_chemistry,0.050140189470820086,0.0641296798436953
lightgbm_shap,group_exp,ph_x_ce_log,real,real,solution_chemistry,0.03426600527750616,0.042222368428346244
lightgbm_shap,group_exp,sa,real,real,surface_area_porosity,0.031715756251686225,0.04087749483462212
lightgbm_shap,group_exp,rpm,real,real,solution_chemistry,0.029677815585239697,0.03820245728990712
lightgbm_shap,group_exp,ret_pp,real,real,polymer_identity,0.028097159989823338,0.03580936084568666
lightgbm_shap,group_exp,ce_log_x_rpm_log,real,real,solution_chemistry,0.02374465931342782,0.030394999356193497
lightgbm_shap,group_exp,ce_over_sa,real,real,solution_chemistry,0.0208628918211617,0.02670133222223286
lightgbm_shap,group_exp,ce_over_rpm,real,real,solution_chemistry,0.01577270290870858,0.01936811221994896
lightgbm_shap,group_exp,ret_pa,real,real,polymer_identity,0.014745642259312621,0.018623897950073458
lightgbm_shap,group_exp,ce,real,real,solution_chemistry,0.01393667849570556,0.01762725915188356
lightgbm_shap,group_exp,cd_x_ph,real,real,other,0.01369105388822186,0.017540314444822118
lightgbm_shap,group_exp,cd_x_sa_log,real,real,other,0.01308683057480336,0.01597173240680198
lightgbm_shap,group_exp,sa_missing,real,real,surface_area_porosity,0.0123425226195526,0.015504513160314681
lightgbm_shap,group_exp,sa_log1p,real,real,surface_area_porosity,0.01118339327277994,0.014232318914226081
lightgbm_shap,group_exp,ags_aged,real,real,aging_state,0.00958290276963364,0.011683728976011781
lightgbm_shap,group_exp,ret_pla,real,real,polymer_identity,0.00734929525849964,0.009523567518355518
lightgbm_shap,group_exp,cd_x_ce_log,real,real,other,0.007060535732662359,0.0088118551737216
lightgbm_shap,group_exp,ret_ps,real,real,polymer_identity,0.00545420962636836,0.0070645021177899005
lightgbm_shap,group_exp,cr_x_sa_log,real,real,other,0.00530714381173326,0.00670526144539554
lightgbm_shap,group_exp,ret_pe_x_fg_any,real,real,polymer_identity,0.00540293902367202,0.00656749515976014
lightgbm_shap,group_exp,rpm_log1p,real,real,solution_chemistry,0.0048083934240897,0.0058207359619967
lightgbm_shap,group_exp,hg_x_ph,real,real,other,0.00454045542649288,0.00560123636890602
lightgbm_shap,group_exp,temp,real,real,solution_chemistry,0.00418334951322138,0.0054253995493062
lightgbm_shap,group_exp,temp_missing,real,real,solution_chemistry,0.00363004717211324,0.0045805138731127406
lightgbm_shap,group_exp,ret_pe,real,real,polymer_identity,0.0034811424481185397,0.0043781248748013596
lightgbm_shap,group_exp,ce_log1p,real,real,solution_chemistry,0.00266455962039014,0.0035169870851042796
lightgbm_shap,group_exp,ret_pa_x_fg_any,real,real,polymer_identity,0.00232014213527572,0.00284306806038164
lightgbm_shap,group_exp,ph_missing,real,real,solution_chemistry,0.00212425591150662,0.00266791461509016
lightgbm_shap,group_exp,temp_log1p,real,real,solution_chemistry,0.0021165494948718797,0.00254078006321164
lightgbm_shap,group_exp,metal_cd,real,real,metal_identity,0.0018544021892016999,0.0023852692791267198
lightgbm_shap,group_exp,ph_x_temp,real,real,solution_chemistry,0.0016777201517699399,0.00208841423165496
lightgbm_shap,group_exp,metal_hg,real,real,metal_identity,0.00159671032844884,0.00204497289884122
lightgbm_shap,group_exp,fg_complexing,real,real,surface_functionality,0.0014339717192758598,0.00185483000106812
lightgbm_shap,group_exp,fg_polar,real,real,surface_functionality,0.00140283471388708,0.0017526361417004401
lightgbm_shap,group_exp,ph,real,real,solution_chemistry,0.00118257862453426,0.00146725516618154
lightgbm_shap,group_exp,fg_any,real,real,surface_functionality,0.0010366527552536802,0.00134758333907628
lightgbm_shap,group_exp,metal_cr,real,real,metal_identity,0.00096367116651912,0.00125347975846414
lightgbm_shap,group_exp,ret_ps_x_fg_any,real,real,polymer_identity,0.0009665353946428999,0.00124819153083778
lightgbm_shap,group_exp,ret_pvc,real,real,polymer_identity,0.0006997357033676278,0.0008205599880880448
lightgbm_shap,group_exp,hg_x_sa_log,real,real,other,0.000493682106572334,0.0006422104380153605
lightgbm_shap,group_exp,ret_pet,real,real,polymer_identity,0.0002383895358245572,0.00029692361997198
lightgbm_shap,group_exp,ags_virgin,real,real,aging_state,0.00010513889733815267,0.00013418244502821827
lightgbm_shap,group_exp,aged_x_fg_any,real,real,other,2.484103874053718e-06,2.6911105058099446e-06
lightgbm_shap,group_exp,cr_x_ph,real,real,other,0.0,0.0
lightgbm_shap,random_cv,temp_x_ce_log,real,real,solution_chemistry,0.061703311508944966,0.07837166576881402
lightgbm_shap,random_cv,ret_other,real,real,polymer_identity,0.061128608910751565,0.07771577422112
lightgbm_shap,random_cv,cr_x_ce_log,real,real,other,0.05987759581161646,0.0759975895765582
lightgbm_shap,random_cv,hg_x_ce_log,real,real,other,0.0579605756854546,0.07354927366067084
lightgbm_shap,random_cv,rpm_missing,real,real,solution_chemistry,0.055529159302440165,0.0704449728967683
lightgbm_shap,random_cv,aged_x_fg_complexing,real,real,other,0.05184594943302631,0.06574038787035665
lightgbm_shap,random_cv,ph_x_ce_log,real,real,solution_chemistry,0.03533053324174221,0.044533243110705764
lightgbm_shap,random_cv,sa,real,real,surface_area_porosity,0.03446189772291352,0.0438664994645628
lightgbm_shap,random_cv,rpm,real,real,solution_chemistry,0.027623972092319628,0.035025240485239015
lightgbm_shap,random_cv,ret_pp,real,real,polymer_identity,0.027439882963413813,0.03492565953667233
lightgbm_shap,random_cv,ce_log_x_rpm_log,real,real,solution_chemistry,0.02282107850790866,0.029002697668844533
lightgbm_shap,random_cv,ret_pa,real,real,polymer_identity,0.018009092605530068,0.02296535671121205
lightgbm_shap,random_cv,ags_aged,real,real,aging_state,0.015739148053196806,0.020002911047392807
lightgbm_shap,random_cv,ce_over_sa,real,real,solution_chemistry,0.014932419200902955,0.018893777539291525
lightgbm_shap,random_cv,ce,real,real,solution_chemistry,0.013594081479794332,0.017350455508148288
lightgbm_shap,random_cv,ce_over_rpm,real,real,solution_chemistry,0.013382483936432767,0.017027175670055187
lightgbm_shap,random_cv,ret_pla,real,real,polymer_identity,0.012014810136927066,0.01532926298950724
lightgbm_shap,random_cv,cd_x_sa_log,real,real,other,0.01192895984520362,0.015232546947886212
lightgbm_shap,random_cv,cd_x_ph,real,real,other,0.00989636778761158,0.012613072606979274
lightgbm_shap,random_cv,sa_log1p,real,real,surface_area_porosity,0.007909282184333467,0.010096929330234006
lightgbm_shap,random_cv,sa_missing,real,real,surface_area_porosity,0.007597227014855133,0.00961118507258114
lightgbm_shap,random_cv,cd_x_ce_log,real,real,other,0.007301013304303373,0.009289940387562427
lightgbm_shap,random_cv,cr_x_sa_log,real,real,other,0.007106218913677574,0.009020990632828407
lightgbm_shap,random_cv,ret_pe_x_fg_any,real,real,polymer_identity,0.006232486807293987,0.007936087649661
lightgbm_shap,random_cv,ret_pe,real,real,polymer_identity,0.004404062757134802,0.005567880574380869
lightgbm_shap,random_cv,rpm_log1p,real,real,solution_chemistry,0.004071883225786773,0.0051610851636678
lightgbm_shap,random_cv,ret_ps,real,real,polymer_identity,0.004060219224557794,0.005122645073868926
lightgbm_shap,random_cv,temp_missing,real,real,solution_chemistry,0.0037612643242571795,0.0047777190486737
lightgbm_shap,random_cv,temp,real,real,solution_chemistry,0.0036739418898403533,0.004672724497863373
lightgbm_shap,random_cv,hg_x_ph,real,real,other,0.0031096471677375132,0.003954794171629887
lightgbm_shap,random_cv,temp_log1p,real,real,solution_chemistry,0.0028487219495033507,0.0036346370678798203
lightgbm_shap,random_cv,ph_missing,real,real,solution_chemistry,0.002819276226725893,0.003588631150174833
lightgbm_shap,random_cv,fg_polar,real,real,surface_functionality,0.0028046643611786336,0.0035664108600548332
lightgbm_shap,random_cv,ph_x_temp,real,real,solution_chemistry,0.0024553524189652736,0.0030813249318643802
lightgbm_shap,random_cv,ret_pa_x_fg_any,real,real,polymer_identity,0.0015439449915455093,0.0019582985185998235
lightgbm_shap,random_cv,ags_virgin,real,real,aging_state,0.0014292270300474846,0.0018144491961732546
lightgbm_shap,random_cv,ce_log1p,real,real,solution_chemistry,0.0013626024779344868,0.0017293562403775666
lightgbm_shap,random_cv,ph,real,real,solution_chemistry,0.0013522946007571133,0.0017259421957151132
lightgbm_shap,random_cv,metal_cd,real,real,metal_identity,0.0010648372812098533,0.0013431221462679
lightgbm_shap,random_cv,fg_any,real,real,surface_functionality,0.0009894836268069353,0.0012550342728446934
lightgbm_shap,random_cv,metal_cr,real,real,metal_identity,0.0009532062028846066,0.00121041497152368
lightgbm_shap,random_cv,ret_ps_x_fg_any,real,real,polymer_identity,0.0006673008922245666,0.0008440829834658066
lightgbm_shap,random_cv,metal_hg,real,real,metal_identity,0.0006596930822635835,0.0008219806556412609
lightgbm_shap,random_cv,hg_x_sa_log,real,real,other,0.0005440798653188606,0.0006902291640195939
lightgbm_shap,random_cv,ret_pvc,real,real,polymer_identity,0.0005212659553860552,0.000675432324475342
lightgbm_shap,random_cv,fg_complexing,real,real,surface_functionality,0.00036145799511310003,0.0004559754483125267
lightgbm_shap,random_cv,ret_pet,real,real,polymer_identity,0.00015667088870152408,0.0002006327074242369
lightgbm_shap,random_cv,aged_x_fg_any,real,real,other,2.6669404165041e-05,3.298175424991179e-05
lightgbm_shap,random_cv,cr_x_ph,real,real,other,0.0,0.0
