Importance method,Validation regime,feature,feature_type,null_type,mechanism_group,mean_importance,mean_importance_share
LGBM permutation,Grouped by experiment,fg_polar,real,real,surface_functionality,0.002,0.001
LGBM permutation,Grouped by experiment,temp_log1p,real,real,solution_chemistry,0.001,0.0
LGBM permutation,Grouped by experiment,fg_complexing,real,real,surface_functionality,0.001,0.0
LGBM permutation,Grouped by experiment,temp_missing,real,real,solution_chemistry,0.0,0.0
LGBM permutation,Grouped by experiment,ph,real,real,solution_chemistry,0.0,0.0
LGBM permutation,Grouped by experiment,cr_x_ph,real,real,other,0.0,0.0
LGBM permutation,Grouped by experiment,ret_pa_x_fg_any,real,real,polymer_identity,0.0,0.0
LGBM permutation,Grouped by experiment,hg_x_sa_log,real,real,other,0.0,0.0
LGBM permutation,Grouped by experiment,ret_pet,real,real,polymer_identity,0.0,0.0
LGBM permutation,Grouped by experiment,ret_pvc,real,real,polymer_identity,0.0,0.0
LGBM permutation,Grouped by experiment,fg_any,real,real,surface_functionality,0.0,0.0
LGBM permutation,Grouped by experiment,metal_hg,real,real,metal_identity,0.0,0.0
LGBM permutation,Random CV,hg_x_ce_log,real,real,other,0.842,0.209
LGBM permutation,Random CV,aged_x_fg_complexing,real,real,other,0.51,0.126
LGBM permutation,Random CV,rpm_missing,real,real,solution_chemistry,0.505,0.124
LGBM permutation,Random CV,temp_x_ce_log,real,real,solution_chemistry,0.248,0.062
LGBM permutation,Random CV,ret_other,real,real,polymer_identity,0.221,0.058
LGBM permutation,Random CV,ret_pp,real,real,polymer_identity,0.146,0.036
LGBM permutation,Random CV,rpm,real,real,solution_chemistry,0.152,0.036
LGBM permutation,Random CV,ret_pla,real,real,polymer_identity,0.143,0.036
LGBM permutation,Random CV,cr_x_ce_log,real,real,other,0.117,0.03
LGBM permutation,Random CV,ce,real,real,solution_chemistry,0.118,0.028
LGBM permutation,Random CV,ags_aged,real,real,aging_state,0.106,0.026
LGBM permutation,Random CV,sa,real,real,surface_area_porosity,0.097,0.023
LGBM permutation,Random CV,ph_x_ce_log,real,real,solution_chemistry,0.079,0.019
LGBM permutation,Random CV,ce_log_x_rpm_log,real,real,solution_chemistry,0.042,0.01
LGBM permutation,Random CV,cd_x_sa_log,real,real,other,0.028,0.007
LGBM permutation,Random CV,ret_pe_x_fg_any,real,real,polymer_identity,0.022,0.006
LGBM permutation,Random CV,ce_over_sa,real,real,solution_chemistry,0.025,0.005
LGBM permutation,Random CV,cd_x_ph,real,real,other,0.019,0.004
LGBM permutation,Random CV,ret_pe,real,real,polymer_identity,0.017,0.004
LGBM permutation,Random CV,sa_missing,real,real,surface_area_porosity,0.017,0.004
LGBM permutation,Random CV,sa_log1p,real,real,surface_area_porosity,0.015,0.004
LGBM permutation,Random CV,ce_over_rpm,real,real,solution_chemistry,0.015,0.004
LGBM permutation,Random CV,cr_x_sa_log,real,real,other,0.011,0.003
LGBM permutation,Random CV,cd_x_ce_log,real,real,other,0.012,0.003
LGBM permutation,Random CV,ags_virgin,real,real,aging_state,0.011,0.003
LGBM permutation,Random CV,rpm_log1p,real,real,solution_chemistry,0.008,0.002
LGBM permutation,Random CV,ph_x_temp,real,real,solution_chemistry,0.008,0.002
LGBM permutation,Random CV,temp,real,real,solution_chemistry,0.008,0.002
LGBM permutation,Random CV,metal_cd,real,real,metal_identity,0.007,0.002
LGBM permutation,Random CV,ret_pa,real,real,polymer_identity,0.006,0.002
LGBM permutation,Random CV,ce_log1p,real,real,solution_chemistry,0.006,0.001
LGBM permutation,Random CV,hg_x_ph,real,real,other,0.003,0.001
LGBM permutation,Random CV,temp_log1p,real,real,solution_chemistry,0.003,0.001
LGBM permutation,Random CV,fg_polar,real,real,surface_functionality,0.003,0.001
LGBM permutation,Random CV,ph_missing,real,real,solution_chemistry,0.003,0.001
LGBM permutation,Random CV,metal_cr,real,real,metal_identity,0.003,0.001
LGBM permutation,Random CV,aged_x_fg_any,real,real,other,0.002,0.001
LGBM permutation,Random CV,ret_ps,real,real,polymer_identity,0.003,0.001
LGBM permutation,Random CV,temp_missing,real,real,solution_chemistry,0.002,0.0
LGBM permutation,Random CV,fg_any,real,real,surface_functionality,0.001,0.0
LGBM permutation,Random CV,metal_hg,real,real,metal_identity,0.001,0.0
LGBM permutation,Random CV,hg_x_sa_log,real,real,other,0.001,0.0
LGBM permutation,Random CV,ret_pvc,real,real,polymer_identity,0.001,0.0
LGBM permutation,Random CV,ret_pa_x_fg_any,real,real,polymer_identity,0.001,0.0
LGBM permutation,Random CV,ph,real,real,solution_chemistry,0.001,0.0
LGBM permutation,Random CV,ret_ps_x_fg_any,real,real,polymer_identity,0.0,0.0
LGBM permutation,Random CV,fg_complexing,real,real,surface_functionality,0.0,0.0
LGBM permutation,Random CV,ret_pet,real,real,polymer_identity,0.0,0.0
LGBM permutation,Random CV,cr_x_ph,real,real,other,0.0,0.0
LGBM SHAP,Grouped by study,cr_x_ce_log,real,real,other,0.085,0.089
LGBM SHAP,Grouped by study,temp_x_ce_log,real,real,solution_chemistry,0.07,0.074
LGBM SHAP,Grouped by study,ph_x_ce_log,real,real,solution_chemistry,0.048,0.062
LGBM SHAP,Grouped by study,ags_aged,real,real,aging_state,0.044,0.047
LGBM SHAP,Grouped by study,aged_x_fg_complexing,real,real,other,0.045,0.044
LGBM SHAP,Grouped by study,ret_other,real,real,polymer_identity,0.028,0.042
LGBM SHAP,Grouped by study,hg_x_ce_log,real,real,other,0.036,0.039
LGBM SHAP,Grouped by study,rpm,real,real,solution_chemistry,0.03,0.031
LGBM SHAP,Grouped by study,ce_log_x_rpm_log,real,real,solution_chemistry,0.025,0.028
LGBM SHAP,Grouped by study,ret_pp,real,real,polymer_identity,0.024,0.025
LGBM SHAP,Grouped by study,cd_x_sa_log,real,real,other,0.015,0.025
LGBM SHAP,Grouped by study,sa_missing,real,real,surface_area_porosity,0.02,0.024
LGBM SHAP,Grouped by study,ce_over_sa,real,real,solution_chemistry,0.019,0.021
LGBM SHAP,Grouped by study,cd_x_ce_log,real,real,other,0.015,0.021
LGBM SHAP,Grouped by study,rpm_missing,real,real,solution_chemistry,0.02,0.02
LGBM SHAP,Grouped by study,ce_over_rpm,real,real,solution_chemistry,0.015,0.02
LGBM SHAP,Grouped by study,ce,real,real,solution_chemistry,0.017,0.019
LGBM SHAP,Grouped by study,fg_polar,real,real,surface_functionality,0.007,0.015
LGBM SHAP,Grouped by study,ret_pla,real,real,polymer_identity,0.012,0.014
LGBM SHAP,Grouped by study,temp,real,real,solution_chemistry,0.012,0.014
LGBM SHAP,Grouped by study,ret_pa,real,real,polymer_identity,0.013,0.013
LGBM SHAP,Grouped by study,sa,real,real,surface_area_porosity,0.011,0.013
LGBM SHAP,Grouped by study,ph_missing,real,real,solution_chemistry,0.013,0.013
LGBM SHAP,Grouped by study,ret_pe_x_fg_any,real,real,polymer_identity,0.011,0.01
LGBM SHAP,Grouped by study,cr_x_sa_log,real,real,other,0.008,0.009
LGBM SHAP,Grouped by study,sa_log1p,real,real,surface_area_porosity,0.007,0.008
LGBM SHAP,Grouped by study,metal_cd,real,real,metal_identity,0.006,0.008
LGBM SHAP,Grouped by study,temp_missing,real,real,solution_chemistry,0.005,0.006
LGBM SHAP,Grouped by study,rpm_log1p,real,real,solution_chemistry,0.006,0.006
LGBM SHAP,Grouped by study,fg_any,real,real,surface_functionality,0.002,0.004
LGBM SHAP,Grouped by study,cd_x_ph,real,real,other,0.003,0.004
LGBM SHAP,Grouped by study,ret_ps,real,real,polymer_identity,0.003,0.004
LGBM SHAP,Grouped by study,metal_cr,real,real,metal_identity,0.003,0.003
LGBM SHAP,Grouped by study,hg_x_ph,real,real,other,0.003,0.003
LGBM SHAP,Grouped by study,ph,real,real,solution_chemistry,0.002,0.003
LGBM SHAP,Grouped by study,ph_x_temp,real,real,solution_chemistry,0.002,0.003
LGBM SHAP,Grouped by study,ags_virgin,real,real,aging_state,0.002,0.002
LGBM SHAP,Grouped by study,temp_log1p,real,real,solution_chemistry,0.002,0.002
LGBM SHAP,Grouped by study,ce_log1p,real,real,solution_chemistry,0.001,0.002
LGBM SHAP,Grouped by study,ret_pe,real,real,polymer_identity,0.001,0.002
LGBM SHAP,Grouped by study,metal_hg,real,real,metal_identity,0.001,0.001
LGBM SHAP,Grouped by study,ret_ps_x_fg_any,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Grouped by study,ret_pa_x_fg_any,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Grouped by study,aged_x_fg_any,real,real,other,0.001,0.001
LGBM SHAP,Grouped by study,ret_pvc,real,real,polymer_identity,0.0,0.0
LGBM SHAP,Grouped by study,fg_complexing,real,real,surface_functionality,0.0,0.0
LGBM SHAP,Grouped by study,hg_x_sa_log,real,real,other,0.0,0.0
LGBM SHAP,Grouped by study,ret_pet,real,real,polymer_identity,0.0,0.0
LGBM SHAP,Grouped by study,cr_x_ph,real,real,other,0.0,0.0
LGBM SHAP,Grouped by experiment,ret_other,real,real,polymer_identity,0.063,0.077
LGBM SHAP,Grouped by experiment,hg_x_ce_log,real,real,other,0.057,0.073
LGBM SHAP,Grouped by experiment,aged_x_fg_complexing,real,real,other,0.056,0.071
LGBM SHAP,Grouped by experiment,rpm_missing,real,real,solution_chemistry,0.056,0.071
LGBM SHAP,Grouped by experiment,cr_x_ce_log,real,real,other,0.056,0.071
LGBM SHAP,Grouped by experiment,temp_x_ce_log,real,real,solution_chemistry,0.05,0.064
LGBM SHAP,Grouped by experiment,ph_x_ce_log,real,real,solution_chemistry,0.034,0.042
LGBM SHAP,Grouped by experiment,sa,real,real,surface_area_porosity,0.032,0.041
LGBM SHAP,Grouped by experiment,rpm,real,real,solution_chemistry,0.03,0.038
LGBM SHAP,Grouped by experiment,ret_pp,real,real,polymer_identity,0.028,0.036
LGBM SHAP,Grouped by experiment,ce_log_x_rpm_log,real,real,solution_chemistry,0.024,0.03
LGBM SHAP,Grouped by experiment,ce_over_sa,real,real,solution_chemistry,0.021,0.027
LGBM SHAP,Grouped by experiment,ce_over_rpm,real,real,solution_chemistry,0.016,0.019
LGBM SHAP,Grouped by experiment,ret_pa,real,real,polymer_identity,0.015,0.019
LGBM SHAP,Grouped by experiment,ce,real,real,solution_chemistry,0.014,0.018
LGBM SHAP,Grouped by experiment,cd_x_ph,real,real,other,0.014,0.018
LGBM SHAP,Grouped by experiment,cd_x_sa_log,real,real,other,0.013,0.016
LGBM SHAP,Grouped by experiment,sa_missing,real,real,surface_area_porosity,0.012,0.016
LGBM SHAP,Grouped by experiment,sa_log1p,real,real,surface_area_porosity,0.011,0.014
LGBM SHAP,Grouped by experiment,ags_aged,real,real,aging_state,0.01,0.012
LGBM SHAP,Grouped by experiment,ret_pla,real,real,polymer_identity,0.007,0.01
LGBM SHAP,Grouped by experiment,cd_x_ce_log,real,real,other,0.007,0.009
LGBM SHAP,Grouped by experiment,ret_ps,real,real,polymer_identity,0.005,0.007
LGBM SHAP,Grouped by experiment,cr_x_sa_log,real,real,other,0.005,0.007
LGBM SHAP,Grouped by experiment,ret_pe_x_fg_any,real,real,polymer_identity,0.005,0.007
LGBM SHAP,Grouped by experiment,rpm_log1p,real,real,solution_chemistry,0.005,0.006
LGBM SHAP,Grouped by experiment,hg_x_ph,real,real,other,0.005,0.006
LGBM SHAP,Grouped by experiment,temp,real,real,solution_chemistry,0.004,0.005
LGBM SHAP,Grouped by experiment,temp_missing,real,real,solution_chemistry,0.004,0.005
LGBM SHAP,Grouped by experiment,ret_pe,real,real,polymer_identity,0.003,0.004
LGBM SHAP,Grouped by experiment,ce_log1p,real,real,solution_chemistry,0.003,0.004
LGBM SHAP,Grouped by experiment,ret_pa_x_fg_any,real,real,polymer_identity,0.002,0.003
LGBM SHAP,Grouped by experiment,ph_missing,real,real,solution_chemistry,0.002,0.003
LGBM SHAP,Grouped by experiment,temp_log1p,real,real,solution_chemistry,0.002,0.003
LGBM SHAP,Grouped by experiment,metal_cd,real,real,metal_identity,0.002,0.002
LGBM SHAP,Grouped by experiment,ph_x_temp,real,real,solution_chemistry,0.002,0.002
LGBM SHAP,Grouped by experiment,metal_hg,real,real,metal_identity,0.002,0.002
LGBM SHAP,Grouped by experiment,fg_complexing,real,real,surface_functionality,0.001,0.002
LGBM SHAP,Grouped by experiment,fg_polar,real,real,surface_functionality,0.001,0.002
LGBM SHAP,Grouped by experiment,ph,real,real,solution_chemistry,0.001,0.001
LGBM SHAP,Grouped by experiment,fg_any,real,real,surface_functionality,0.001,0.001
LGBM SHAP,Grouped by experiment,metal_cr,real,real,metal_identity,0.001,0.001
LGBM SHAP,Grouped by experiment,ret_ps_x_fg_any,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Grouped by experiment,ret_pvc,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Grouped by experiment,hg_x_sa_log,real,real,other,0.0,0.001
LGBM SHAP,Grouped by experiment,ret_pet,real,real,polymer_identity,0.0,0.0
LGBM SHAP,Grouped by experiment,ags_virgin,real,real,aging_state,0.0,0.0
LGBM SHAP,Grouped by experiment,aged_x_fg_any,real,real,other,0.0,0.0
LGBM SHAP,Grouped by experiment,cr_x_ph,real,real,other,0.0,0.0
LGBM SHAP,Random CV,temp_x_ce_log,real,real,solution_chemistry,0.062,0.078
LGBM SHAP,Random CV,ret_other,real,real,polymer_identity,0.061,0.078
LGBM SHAP,Random CV,cr_x_ce_log,real,real,other,0.06,0.076
LGBM SHAP,Random CV,hg_x_ce_log,real,real,other,0.058,0.074
LGBM SHAP,Random CV,rpm_missing,real,real,solution_chemistry,0.056,0.07
LGBM SHAP,Random CV,aged_x_fg_complexing,real,real,other,0.052,0.066
LGBM SHAP,Random CV,ph_x_ce_log,real,real,solution_chemistry,0.035,0.045
LGBM SHAP,Random CV,sa,real,real,surface_area_porosity,0.034,0.044
LGBM SHAP,Random CV,rpm,real,real,solution_chemistry,0.028,0.035
LGBM SHAP,Random CV,ret_pp,real,real,polymer_identity,0.027,0.035
LGBM SHAP,Random CV,ce_log_x_rpm_log,real,real,solution_chemistry,0.023,0.029
LGBM SHAP,Random CV,ret_pa,real,real,polymer_identity,0.018,0.023
LGBM SHAP,Random CV,ags_aged,real,real,aging_state,0.016,0.02
LGBM SHAP,Random CV,ce_over_sa,real,real,solution_chemistry,0.015,0.019
LGBM SHAP,Random CV,ce,real,real,solution_chemistry,0.014,0.017
LGBM SHAP,Random CV,ce_over_rpm,real,real,solution_chemistry,0.013,0.017
LGBM SHAP,Random CV,ret_pla,real,real,polymer_identity,0.012,0.015
LGBM SHAP,Random CV,cd_x_sa_log,real,real,other,0.012,0.015
LGBM SHAP,Random CV,cd_x_ph,real,real,other,0.01,0.013
LGBM SHAP,Random CV,sa_log1p,real,real,surface_area_porosity,0.008,0.01
LGBM SHAP,Random CV,sa_missing,real,real,surface_area_porosity,0.008,0.01
LGBM SHAP,Random CV,cd_x_ce_log,real,real,other,0.007,0.009
LGBM SHAP,Random CV,cr_x_sa_log,real,real,other,0.007,0.009
LGBM SHAP,Random CV,ret_pe_x_fg_any,real,real,polymer_identity,0.006,0.008
LGBM SHAP,Random CV,ret_pe,real,real,polymer_identity,0.004,0.006
LGBM SHAP,Random CV,rpm_log1p,real,real,solution_chemistry,0.004,0.005
LGBM SHAP,Random CV,ret_ps,real,real,polymer_identity,0.004,0.005
LGBM SHAP,Random CV,temp_missing,real,real,solution_chemistry,0.004,0.005
LGBM SHAP,Random CV,temp,real,real,solution_chemistry,0.004,0.005
LGBM SHAP,Random CV,hg_x_ph,real,real,other,0.003,0.004
LGBM SHAP,Random CV,temp_log1p,real,real,solution_chemistry,0.003,0.004
LGBM SHAP,Random CV,ph_missing,real,real,solution_chemistry,0.003,0.004
LGBM SHAP,Random CV,fg_polar,real,real,surface_functionality,0.003,0.004
LGBM SHAP,Random CV,ph_x_temp,real,real,solution_chemistry,0.002,0.003
LGBM SHAP,Random CV,ret_pa_x_fg_any,real,real,polymer_identity,0.002,0.002
LGBM SHAP,Random CV,ags_virgin,real,real,aging_state,0.001,0.002
LGBM SHAP,Random CV,ce_log1p,real,real,solution_chemistry,0.001,0.002
LGBM SHAP,Random CV,ph,real,real,solution_chemistry,0.001,0.002
LGBM SHAP,Random CV,metal_cd,real,real,metal_identity,0.001,0.001
LGBM SHAP,Random CV,fg_any,real,real,surface_functionality,0.001,0.001
LGBM SHAP,Random CV,metal_cr,real,real,metal_identity,0.001,0.001
LGBM SHAP,Random CV,ret_ps_x_fg_any,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Random CV,metal_hg,real,real,metal_identity,0.001,0.001
LGBM SHAP,Random CV,hg_x_sa_log,real,real,other,0.001,0.001
LGBM SHAP,Random CV,ret_pvc,real,real,polymer_identity,0.001,0.001
LGBM SHAP,Random CV,fg_complexing,real,real,surface_functionality,0.0,0.0
LGBM SHAP,Random CV,ret_pet,real,real,polymer_identity,0.0,0.0
LGBM SHAP,Random CV,aged_x_fg_any,real,real,other,0.0,0.0
LGBM SHAP,Random CV,cr_x_ph,real,real,other,0.0,0.0
