analysis,model,rmse_gap_sgcv_minus_rrcv,rmse_ratio_sgcv_over_rrcv,r2_drop_rrcv_minus_sgcv
original,elastic_net,-0.47267195040956844,0.7797917964084015,0.9176488337647432
original,lightgbm,1.1433596167852504,2.499748026861821,10.62531745106325
original,mlp_regressor,18.86234364669775,31.505925402437594,21745.45051847456
nested_tuned,elastic_net,0.1212121763737759,1.0761887454380497,2.839728242009564
nested_tuned,lightgbm,1.1440753781265833,2.7472411300343182,9.295008069508546
nested_tuned,mlp_regressor,2.683238789331221,3.870341192579691,55.69571090777452
